"DATETIME_UTC","LATITUDE","LONGITUDE","ALTITUDE","HEADING","SPEED","VISIBILTY_NM","BEAUFORT","CLOUD_CODE","GLARE_L","GLARE_R","QUALITY_L","QUALITY_R","EFFORT_COMMENTS","SIGHTING_NUMBER","SPCODE","GROUP_SIZE","CALVES","ACTUAL_HEADING","OBSERVER","OBS_POSITION","ANGLE","CUE","B1_FINAL_CODE","B2_FINAL_CODE","B3_FINAL_CODE","B4_FINAL_CODE","B5_FINAL_CODE","PHOTOS","SIGHTING_COMMENTS","EDIT1","EDIT2","EDIT3"
"2021-02-26 19:40:47","40.95707","-71.05196","",44.8,102.5,"","","","","","","","","11","eg","3","","","ah","C","","","90","","","","","","fin est thru 7758","","",""
"2021-02-26 19:43:56","40.96048","-71.09971","",180.9,106,"35","2","1","1","2","e","g","res rwmr fi","","","","","","","","","","","","","","","","","","",""
"2021-02-26 19:47:17","40.86712","-71.09885","",179.8,100.1,"","","2","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 19:51:55","40.73678","-71.09889","",180,102.3,"","1.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:03:57","40.38695","-71.09905","",179.9,102.6,"","1.9","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:06:45","40.31277","-71.08176","",92.1,102.2,"","2","","1","2","e","e","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:09:48","40.33479","-70.98323","",1,108.2,"","1.8","","1","1","e","e","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:24:44","40.77048","-70.98424","",359.7,102,"","1.3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:28:59","40.89178","-70.98447","",0,104,"","1.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:32:38","41.00065","-70.98422","",359.7,107.2,"","2.3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:37:59","41.11205","-70.90636","",91,105.8,"","3","","1","2","e","e","fix time 90 sec late?","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:39:36","41.08401","-70.86588","",176.8,102.7,"","2.8","","1","3","e","g","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:41:56","41.01631","-70.86613","",179.7,104.5,"","2.4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:46:46","40.87715","-70.86601","",180.2,104.2,"","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 20:48:19","40.83223","-70.86607","",180.2,107.1,"","1.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 21:00:15","40.47672","-70.86599","",180.1,106.9,"","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 21:05:18","40.32614","-70.86718","",180.6,106.3,"","1.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 21:05:54","40.31388","-70.85662","",94,102.2,"","1.7","","1","2","e","e","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 21:09:15","40.33091","-70.74859","",348.9,102.6,"","1.7","","1","1","e","e","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 21:35:14","41.08153","-70.75098","",0.9,106.3,"","2","","","","","","end rwmr fi","","","","","","","","","","","","","","","","","","",""
"2021-02-26 21:35:26","41.08794","-70.75088","",358.8,106.9,"35","2","2","2","1","e","e","beg rwmr tr","","","","","","","","","","","","","","","","","","",""
"2021-02-26 21:38:24","41.17027","-70.78390","",339,102.5,"","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 21:40:13","41.21936","-70.80876","",346.2,107.8,"","3.4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 21:42:48","41.29551","-70.82790","",350.1,108.5,"","3.8","","1","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26 21:45:08","41.36395","-70.83190","",29.8,116.6,"","","","","","","","end rwmr tr","","","","","","","","","","","","","","","","","","",""
