"DATETIME_UTC","LATITUDE","LONGITUDE","ALTITUDE","HEADING","SPEED","VISIBILTY_NM","BEAUFORT","CLOUD_CODE","GLARE_L","GLARE_R","QUALITY_L","QUALITY_R","EFFORT_COMMENTS","SIGHTING_NUMBER","SPCODE","GROUP_SIZE","CALVES","ACTUAL_HEADING","OBSERVER","OBS_POSITION","ANGLE","CUE","B1_FINAL_CODE","B2_FINAL_CODE","B3_FINAL_CODE","B4_FINAL_CODE","B5_FINAL_CODE","PHOTOS","SIGHTING_COMMENTS","EDIT1","EDIT2","EDIT3"
"2021-04-07 14:51:33","40.37812","-71.1577","",227.4,97.7,"","","","","","","","","17","eg","1","","","tc","C","","","54","","","","","","ap new bk divit line","","",""
"2021-04-07 14:53:55","40.3961","-71.16152","",287.9,100.7,"","","","","","","","","18","SONO","","","","tc","C","","","","","","","","","200m to right","","",""
"2021-04-07 14:54:09","40.3951","-71.16969","",227.4,104.8,"","","","","","","","","19","eg","1","","","tc","C","","","","","","","","","resight original s8","","",""
"2021-04-07 14:55:36","40.38369","-71.16338","",40.5,88,"","","","","","","","","20","eg","1","","","tc","C","","","97","","","","","","ap new mud ct lips","","",""
"2021-04-07 15:05:13","40.37467","-71.15981","",138.4,107.2,"","","","","","","","","21","eg","1","","","tc","C","","","97","","","","","","ap new bk 3is","","",""
"2021-04-07 15:07:24","40.39942","-71.15961","",321.4,92,"","","","","","","","","22","eg","1","","","tc","C","","","","","","","","","ap new bk lpc","","",""
"2021-04-07 15:10:05","40.36941","-71.13802","",72.2,100,"","","","","","","","","23","eg","1","","","tc","C","","","","","","","","","ap new bk no is","","",""
"2021-04-07 15:17:57","40.39507","-71.16922","",333.6,95.4,"","","","","","","","","27","SONO","","","","tc","C","","","","","","","","","200m to right","","",""
"2021-04-07 15:30:51","40.33295","-71.18512","",150.1,107.7,"","","","","","","","","30","eg","1","","","tc","C","","","","","","","","","ap new ct lips","","",""
"2021-04-07 15:39:37","40.34446","-71.18208","",346.1,91.2,"","","","","","","","","31","eg","8","","","tc","C","","","54","97","","","","","fin est thru 9303 mud","","",""
"2021-04-07 15:41:39","40.40329","-71.18315","",357.8,103,"35","1","2","1","1","e","e","res rwmr fi","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:01:25","40.44866","-71.29964","",180.2,108.4,"","","","","","","","","32","lw","1","","","pd","R","86","1","","","","","","","not relocated","sigcom","",""
"2021-04-07 16:01:32","40.44516","-71.29959","",175.5,108.2,"","","","","","","","break s32","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:09:17","40.44313","-71.3024","",184.4,106.9,"","","","","","","","res rwmr s32 not relocated","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:15:44","40.2455","-71.29958","",179.9,111.5,"","","","","","","","","33","ba","1","","","alo","L","82","1","","","","","","","uw from trk","","",""
"2021-04-07 16:15:48","40.24344","-71.29958","",179.9,111.5,"","","","","","","","break s33","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:18:33","40.24743","-71.28085","",307.3,96.7,"","","","","","","","","35","ba","1","","","alo","L","","","","","","","","","ap s33","time","",""
"2021-04-07 16:19:24","40.23747","-71.29848","",181.7,107.4,"","1.3","","","","","","res rwmr fi","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:28:43","40.08909","-71.41693","",358.4,104.6,"35","1","2","1","1","e","e","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:29:24","40.10901","-71.41727","",359.9,106.2,"","","","","","","","","37","ba","1","","90","alo","L","45","1","37","","","","","","","","",""
"2021-04-07 16:32:30","40.20031","-71.41715","",0.1,106.7,"","","","","","","","","38","ba","1","","200","pd","R","43","1","","","","","","","","","",""
"2021-04-07 16:34:26","40.25779","-71.41717","",357.7,107,"","","","","","","","break s39 prob bash","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:39:17","40.25878","-71.41627","",5.5,97.8,"","","","","","","","res rwmr fi","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:40:46","40.3033","-71.41772","",1,109,"","","","","","","","","40","ba","1","","180","alo","L","68","1","","","","","","","","","",""
"2021-04-07 16:41:34","40.32705","-71.41692","",1.1,109.3,"","","","","","","","break s41 bash","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:45:44","40.3311","-71.41701","",358.9,96.6,"","","","","","","","res rwmr fi","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:47:16","40.37629","-71.41762","",2.1,110.6,"","","","","","","","","42","mn","1","","","pd","R","86","2","","","","","","","","","",""
"2021-04-07 16:47:20","40.37833","-71.41744","",7.6,110.7,"","","","","","","","break s42","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:48:05","40.37831","-71.39184","",99.2,100.9,"","","","","","","","","43","mn","1","","","alo","L","","","","","","","","","ap s42","","",""
"2021-04-07 16:49:16","40.38799","-71.41265","",359,102,"","","","","","","","res rwmr fi","","","","","","","","","","","","","","","","","","",""
"2021-04-07 16:54:06","40.53174","-71.41705","",360,107.2,"","0.4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 17:15:57","40.22845","-71.53307","",180,107.5,"","","","","","","","","44","ba","1","","","pd","R","86","1","","","","","","","psi","time","",""
"2021-04-07 17:21:59","40.07818","-71.53476","",200.1,108.3,"","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 17:26:28","40.10456","-71.65052","",360,108.7,"","","","","","","","","45","SONO","","","","tc","C","","","","","","","","","end recording","","",""
"2021-04-07 17:34:07","40.39112","-71.65034","",360,104.9,"","","","","","","","","46","ba","2","","","pd","R","","9","","","","","","","psi subsurface","time","",""
"2021-04-07 17:42:22","40.57469","-71.65008","",0.1,106.7,"","0.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 17:45:30","40.66799","-71.64937","",0.9,107.5,"","","","","","","","end rwmr fi","","","","","","","","","","","","","","","","","","",""
"2021-04-07 17:45:34","40.66998","-71.64933","",1,107.6,"","","","","","","","beg rwmr tr","","","","","","","","","","","","","","","","","","",""
"2021-04-07 18:00:52","40.97798","-71.22679","",36.2,108.4,"","0.2","4","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 18:01:55","41.00127","-71.1993","",35.4,106.4,"","","","","","","","","47","ba","1","","120","pd","R","81","1","","","","","","","","","",""
"2021-04-07 18:15:41","41.32846","-70.92634","",32,95.1,"","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 18:15:56","41.3344","-70.92139","",32,94.7,"","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 18:16:51","41.35442","-70.90466","",32.2,94.9,"","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 18:23:08","41.4653","-70.72826","",39.2,101.1,"","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 18:24:37","41.49802","-70.69338","",38.2,101.2,"","","","","","","","end rwmr tr","","","","","","","","","","","","","","","","","","",""
"2021-04-07 18:24:43","41.49986","-70.69145","",38.3,101.2,"","","","","","","","off watch","","","","","","","","","","","","","","","","","","",""
